,gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,pst_mvp
15591,BU19001700,19001700,Makkum,Súdwest-Fryslân,Buurt,BU19001700,8754.0
15592,BU19001709,19001709,Verspreide huizen Makkum,Súdwest-Fryslân,Buurt,BU19001709,8754.0
15593,WK190018,190018,Wijk 18 Weidestreek Zuidwest,Súdwest-Fryslân,Wijk,WK190018,
15594,BU19001800,19001800,Idsegahuizum,Súdwest-Fryslân,Buurt,BU19001800,8754.0
15595,BU19001801,19001801,Allingawier,Súdwest-Fryslân,Buurt,BU19001801,8758.0
15596,BU19001802,19001802,Piaam,Súdwest-Fryslân,Buurt,BU19001802,8756.0
15597,BU19001803,19001803,Gaast,Súdwest-Fryslân,Buurt,BU19001803,8757.0
15598,BU19001804,19001804,Ferwoude,Súdwest-Fryslân,Buurt,BU19001804,8761.0
15599,BU19001808,19001808,Verspreide huizen Ferwoude,Súdwest-Fryslân,Buurt,BU19001808,8761.0
15600,BU19001809,19001809,Verspreide huizen Gaast,Súdwest-Fryslân,Buurt,BU19001809,8757.0
15601,WK190019,190019,Wijk 19 Boarnsterhim,Súdwest-Fryslân,Wijk,WK190019,
15602,BU19001900,19001900,Raerd,Súdwest-Fryslân,Buurt,BU19001900,9012.0
15603,BU19001901,19001901,Poppenwier,Súdwest-Fryslân,Buurt,BU19001901,9013.0
15604,BU19001902,19001902,Sibrandabuorren,Súdwest-Fryslân,Buurt,BU19001902,8647.0
15605,BU19001903,19001903,Tersoal,Súdwest-Fryslân,Buurt,BU19001903,9014.0
15606,BU19001904,19001904,Dearsum,Súdwest-Fryslân,Buurt,BU19001904,8644.0
15607,GM1901,1901,Bodegraven-Reeuwijk,Bodegraven-Reeuwijk,Gemeente,GM1901,
15608,WK190101,190101,Wijk 01 Bodegraven Noord,Bodegraven-Reeuwijk,Wijk,WK190101,
15609,BU19010101,19010101,Meije,Bodegraven-Reeuwijk,Buurt,BU19010101,2411.0
15610,BU19010102,19010102,Buitenkerk,Bodegraven-Reeuwijk,Buurt,BU19010102,2411.0
15611,BU19010103,19010103,Burgemeester Kremerweg,Bodegraven-Reeuwijk,Buurt,BU19010103,2411.0
15612,BU19010104,19010104,Noordzijde,Bodegraven-Reeuwijk,Buurt,BU19010104,2411.0
15613,WK190102,190102,Wijk 02 Bodegraven Centrum,Bodegraven-Reeuwijk,Wijk,WK190102,
15614,BU19010205,19010205,Centrum,Bodegraven-Reeuwijk,Buurt,BU19010205,2411.0
15615,WK190103,190103,Wijk 03 Bodegraven Zuid,Bodegraven-Reeuwijk,Wijk,WK190103,
15616,BU19010306,19010306,Dammekant,Bodegraven-Reeuwijk,Buurt,BU19010306,2411.0
15617,BU19010307,19010307,J.C. Hoogendoornlaan,Bodegraven-Reeuwijk,Buurt,BU19010307,2411.0
15618,BU19010308,19010308,Oud-Bodegraafseweg,Bodegraven-Reeuwijk,Buurt,BU19010308,2411.0
15619,BU19010309,19010309,Dronenwijk,Bodegraven-Reeuwijk,Buurt,BU19010309,2411.0
15620,BU19010310,19010310,Broekvelden,Bodegraven-Reeuwijk,Buurt,BU19010310,2411.0
15621,BU19010311,19010311,Groote Wetering,Bodegraven-Reeuwijk,Buurt,BU19010311,2411.0
15622,BU19010312,19010312,Zuidzijde,Bodegraven-Reeuwijk,Buurt,BU19010312,2412.0
15623,WK190104,190104,Wijk 04 Nieuwerbrug Noord,Bodegraven-Reeuwijk,Wijk,WK190104,
15624,BU19010413,19010413,Weijland,Bodegraven-Reeuwijk,Buurt,BU19010413,2415.0
15625,WK190105,190105,Wijk 05 Nieuwerbrug Zuid,Bodegraven-Reeuwijk,Wijk,WK190105,
15626,BU19010514,19010514,Weijpoort,Bodegraven-Reeuwijk,Buurt,BU19010514,2415.0
15627,WK190106,190106,Wijk 06 Reeuwijk Dorp,Bodegraven-Reeuwijk,Wijk,WK190106,
15628,BU19010615,19010615,Oud-Reeuwijk,Bodegraven-Reeuwijk,Buurt,BU19010615,2811.0
15629,BU19010616,19010616,Tempel,Bodegraven-Reeuwijk,Buurt,BU19010616,2811.0
15630,BU19010617,19010617,Middelburg,Bodegraven-Reeuwijk,Buurt,BU19010617,2811.0
15631,BU19010618,19010618,Randenburg,Bodegraven-Reeuwijk,Buurt,BU19010618,2811.0
15632,BU19010619,19010619,Verspreide huizen polder Middelburg,Bodegraven-Reeuwijk,Buurt,BU19010619,2811.0
15633,BU19010620,19010620,Verspreide huizen polder Reeuwijk,Bodegraven-Reeuwijk,Buurt,BU19010620,2811.0
15634,BU19010621,19010621,Reeuwijk Dorp,Bodegraven-Reeuwijk,Buurt,BU19010621,2811.0
15635,WK190107,190107,Wijk 07 Reeuwijk Brug,Bodegraven-Reeuwijk,Wijk,WK190107,
15636,BU19010722,19010722,Reeuwijk Brug,Bodegraven-Reeuwijk,Buurt,BU19010722,2811.0
15637,BU19010723,19010723,Zoutman,Bodegraven-Reeuwijk,Buurt,BU19010723,2811.0
15638,BU19010724,19010724,Ravensberg,Bodegraven-Reeuwijk,Buurt,BU19010724,2811.0
15639,BU19010725,19010725,Sluipwijk,Bodegraven-Reeuwijk,Buurt,BU19010725,2811.0
15640,BU19010726,19010726,Platteweg,Bodegraven-Reeuwijk,Buurt,BU19010726,2811.0
15641,BU19010727,19010727,Gravekoop,Bodegraven-Reeuwijk,Buurt,BU19010727,2811.0
15642,BU19010728,19010728,Twaalfmorgen,Bodegraven-Reeuwijk,Buurt,BU19010728,2811.0
15643,BU19010729,19010729,Oukoop,Bodegraven-Reeuwijk,Buurt,BU19010729,2811.0
15644,BU19010730,19010730,Abessinië,Bodegraven-Reeuwijk,Buurt,BU19010730,2811.0
15645,WK190108,190108,Wijk 08 Driebruggen,Bodegraven-Reeuwijk,Wijk,WK190108,
15646,BU19010831,19010831,Driebruggen,Bodegraven-Reeuwijk,Buurt,BU19010831,3465.0
15647,BU19010832,19010832,Hogebrug,Bodegraven-Reeuwijk,Buurt,BU19010832,3465.0
15648,BU19010833,19010833,Hoogeind,Bodegraven-Reeuwijk,Buurt,BU19010833,3465.0
15649,BU19010834,19010834,Laageind,Bodegraven-Reeuwijk,Buurt,BU19010834,3465.0
15650,WK190109,190109,Wijk 09 Waarder,Bodegraven-Reeuwijk,Wijk,WK190109,
15651,BU19010935,19010935,Waarder,Bodegraven-Reeuwijk,Buurt,BU19010935,3466.0
15652,BU19010936,19010936,Westeinde,Bodegraven-Reeuwijk,Buurt,BU19010936,3466.0
15653,BU19010937,19010937,Oosteinde,Bodegraven-Reeuwijk,Buurt,BU19010937,3466.0
15654,GM1903,1903,Eijsden-Margraten,Eijsden-Margraten,Gemeente,GM1903,
15655,WK190300,190300,Wijk 00 Eijsden,Eijsden-Margraten,Wijk,WK190300,
15656,BU19030000,19030000,Eijsden-Breust,Eijsden-Margraten,Buurt,BU19030000,6245.0
15657,BU19030001,19030001,Mariadorp-Beezepool,Eijsden-Margraten,Buurt,BU19030001,6245.0
15658,BU19030002,19030002,Withuis-Stationsstraat,Eijsden-Margraten,Buurt,BU19030002,6245.0
15659,BU19030003,19030003,Mesch,Eijsden-Margraten,Buurt,BU19030003,6245.0
15660,BU19030004,19030004,Oost,Eijsden-Margraten,Buurt,BU19030004,6245.0
15661,BU19030005,19030005,Maarland,Eijsden-Margraten,Buurt,BU19030005,6245.0
15662,BU19030009,19030009,Verspreide huizen,Eijsden-Margraten,Buurt,BU19030009,6245.0
15663,WK190301,190301,Wijk 01 Gronsveld,Eijsden-Margraten,Wijk,WK190301,
15664,BU19030100,19030100,Gronsveld,Eijsden-Margraten,Buurt,BU19030100,6247.0
15665,BU19030101,19030101,Rijckholt,Eijsden-Margraten,Buurt,BU19030101,6247.0
15666,WK190302,190302,Wijk 02 Margraten,Eijsden-Margraten,Wijk,WK190302,
15667,BU19030200,19030200,Margraten,Eijsden-Margraten,Buurt,BU19030200,6269.0
15668,BU19030201,19030201,Termaar,Eijsden-Margraten,Buurt,BU19030201,6269.0
15669,BU19030202,19030202,Groot- en Klein-Welsden,Eijsden-Margraten,Buurt,BU19030202,6269.0
15670,BU19030203,19030203,'t Rooth,Eijsden-Margraten,Buurt,BU19030203,6269.0
15671,BU19030204,19030204,Scheulder,Eijsden-Margraten,Buurt,BU19030204,6307.0
15672,BU19030205,19030205,Gasthuis-Wolfshuis,Eijsden-Margraten,Buurt,BU19030205,6268.0
15673,WK190303,190303,Wijk 03 Cadier en Keer,Eijsden-Margraten,Wijk,WK190303,
15674,BU19030300,19030300,Cadier,Eijsden-Margraten,Buurt,BU19030300,6267.0
15675,BU19030301,19030301,Sint Antoniusbank,Eijsden-Margraten,Buurt,BU19030301,6268.0
15676,BU19030302,19030302,Berg,Eijsden-Margraten,Buurt,BU19030302,6267.0
15677,BU19030303,19030303,Bemelen,Eijsden-Margraten,Buurt,BU19030303,6268.0
15678,BU19030304,19030304,Honthem,Eijsden-Margraten,Buurt,BU19030304,6269.0
15679,BU19030309,19030309,Verspreide huizen,Eijsden-Margraten,Buurt,BU19030309,6267.0
15680,WK190304,190304,Wijk 04 Sint Geertruid,Eijsden-Margraten,Wijk,WK190304,
15681,BU19030400,19030400,Sint Geertruid,Eijsden-Margraten,Buurt,BU19030400,6265.0
15682,BU19030401,19030401,Eckelrade,Eijsden-Margraten,Buurt,BU19030401,6251.0
15683,BU19030402,19030402,Herkenrade,Eijsden-Margraten,Buurt,BU19030402,6265.0
15684,BU19030403,19030403,Moerslag-Libeek,Eijsden-Margraten,Buurt,BU19030403,6265.0
15685,BU19030404,19030404,Bruisterbosch,Eijsden-Margraten,Buurt,BU19030404,6265.0
15686,BU19030409,19030409,Verspreide huizen,Eijsden-Margraten,Buurt,BU19030409,6265.0
15687,WK190305,190305,Wijk 05 Mheer - Noorbeek,Eijsden-Margraten,Wijk,WK190305,
15688,BU19030500,19030500,Mheer,Eijsden-Margraten,Buurt,BU19030500,6261.0
15689,BU19030501,19030501,Banholt,Eijsden-Margraten,Buurt,BU19030501,6262.0
15690,BU19030502,19030502,Noorbeek,Eijsden-Margraten,Buurt,BU19030502,6255.0
15691,BU19030503,19030503,Terlinden,Eijsden-Margraten,Buurt,BU19030503,6255.0
15692,BU19030504,19030504,Bergenhuizen en Schey,Eijsden-Margraten,Buurt,BU19030504,6255.0
15693,BU19030505,19030505,Hoogcruts,Eijsden-Margraten,Buurt,BU19030505,6255.0
15694,BU19030509,19030509,Verspreide huizen,Eijsden-Margraten,Buurt,BU19030509,6255.0
15695,GM1904,1904,Stichtse Vecht,Stichtse Vecht,Gemeente,GM1904,
15696,WK190401,190401,Wijk 01 Maarssen,Stichtse Vecht,Wijk,WK190401,
15697,BU19040101,19040101,Maarsseveen,Stichtse Vecht,Buurt,BU19040101,3602.0
15698,BU19040102,19040102,Bethunepolder-zuid,Stichtse Vecht,Buurt,BU19040102,3601.0
15699,BU19040103,19040103,Otterspoorbroek,Stichtse Vecht,Buurt,BU19040103,3603.0
15700,BU19040104,19040104,Op Buuren,Stichtse Vecht,Buurt,BU19040104,3604.0
15701,BU19040105,19040105,Zandweg-Oostwaard,Stichtse Vecht,Buurt,BU19040105,3602.0
15702,BU19040106,19040106,Staatsliedenbuurt,Stichtse Vecht,Buurt,BU19040106,3601.0
15703,BU19040107,19040107,Omgeving Goudestein,Stichtse Vecht,Buurt,BU19040107,3601.0
15704,BU19040108,19040108,Componistenbuurt,Stichtse Vecht,Buurt,BU19040108,3604.0
15705,BU19040109,19040109,Lanenkwartier,Stichtse Vecht,Buurt,BU19040109,3601.0
15706,BU19040110,19040110,Centrum ten zuiden van de Vecht,Stichtse Vecht,Buurt,BU19040110,3603.0
15707,BU19040111,19040111,Reizende man,Stichtse Vecht,Buurt,BU19040111,3603.0
15708,BU19040112,19040112,Schilderskwartier,Stichtse Vecht,Buurt,BU19040112,3601.0
15709,BU19040113,19040113,Zogwetering,Stichtse Vecht,Buurt,BU19040113,3601.0
15710,BU19040114,19040114,Park Vechtenstein,Stichtse Vecht,Buurt,BU19040114,3602.0
15711,BU19040115,19040115,Zeeheldenbuurt,Stichtse Vecht,Buurt,BU19040115,3601.0
15712,BU19040116,19040116,Hogebrug,Stichtse Vecht,Buurt,BU19040116,3603.0
15713,BU19040117,19040117,Friezenbuurt,Stichtse Vecht,Buurt,BU19040117,3604.0
15714,BU19040118,19040118,Centrum ten noorden van de Vecht,Stichtse Vecht,Buurt,BU19040118,3601.0
15715,BU19040119,19040119,Begraafplaats Maarssen,Stichtse Vecht,Buurt,BU19040119,3603.0
15716,WK190402,190402,Wijk 02 Breukelen,Stichtse Vecht,Wijk,WK190402,
15717,BU19040201,19040201,Polder Kortrijk,Stichtse Vecht,Buurt,BU19040201,3621.0
15718,BU19040202,19040202,Polder Breukelen Proosdij,Stichtse Vecht,Buurt,BU19040202,3621.0
15719,BU19040203,19040203,Polder Klein Oud Aa,Stichtse Vecht,Buurt,BU19040203,3621.0
15720,BU19040204,19040204,Kievitsbuurt,Stichtse Vecht,Buurt,BU19040204,3621.0
15721,BU19040205,19040205,Polder Breukelerwaard,Stichtse Vecht,Buurt,BU19040205,3621.0
15722,BU19040206,19040206,Polder Nijenrode,Stichtse Vecht,Buurt,BU19040206,3621.0
15723,BU19040207,19040207,Breukelen Noord,Stichtse Vecht,Buurt,BU19040207,3621.0
15724,BU19040208,19040208,Corridor,Stichtse Vecht,Buurt,BU19040208,3621.0
15725,BU19040209,19040209,Landgoed Nijenrode,Stichtse Vecht,Buurt,BU19040209,3621.0
15726,BU19040210,19040210,Kanaalzone Zuid Breukelen,Stichtse Vecht,Buurt,BU19040210,
15727,BU19040211,19040211,Scheendijk,Stichtse Vecht,Buurt,BU19040211,3621.0
15728,BU19040212,19040212,Broeckland,Stichtse Vecht,Buurt,BU19040212,3621.0
15729,BU19040213,19040213,Breukelen Zuid,Stichtse Vecht,Buurt,BU19040213,3621.0
15730,BU19040214,19040214,Kanaalzone Noord Breukelen,Stichtse Vecht,Buurt,BU19040214,3621.0
15731,BU19040215,19040215,Breukelen Midden,Stichtse Vecht,Buurt,BU19040215,3621.0
15732,BU19040216,19040216,Rode Dorp,Stichtse Vecht,Buurt,BU19040216,3621.0
15733,WK190403,190403,Wijk 03 Loenen aan de Vecht,Stichtse Vecht,Wijk,WK190403,
15734,BU19040301,19040301,Polder Holland,Stichtse Vecht,Buurt,BU19040301,3632.0
15735,BU19040302,19040302,Polder Garsten,Stichtse Vecht,Buurt,BU19040302,3632.0
15736,BU19040303,19040303,Polder Oud Over,Stichtse Vecht,Buurt,BU19040303,3632.0
15737,BU19040304,19040304,Kanaalzone Loenen aan de Vecht,Stichtse Vecht,Buurt,BU19040304,
15738,BU19040305,19040305,Kanaalzone sector Vreeland,Stichtse Vecht,Buurt,BU19040305,
15739,BU19040306,19040306,Mijnden,Stichtse Vecht,Buurt,BU19040306,3632.0
15740,BU19040307,19040307,Hoefijzer,Stichtse Vecht,Buurt,BU19040307,3632.0
15741,BU19040308,19040308,Driehoven,Stichtse Vecht,Buurt,BU19040308,3632.0
15742,BU19040309,19040309,Oudover,Stichtse Vecht,Buurt,BU19040309,3632.0
15743,BU19040310,19040310,Loenen Dorpskern,Stichtse Vecht,Buurt,BU19040310,3632.0
15744,BU19040311,19040311,Cronenburgh,Stichtse Vecht,Buurt,BU19040311,3632.0
15745,BU19040312,19040312,Kerklaan,Stichtse Vecht,Buurt,BU19040312,3632.0
15746,WK190404,190404,Wijk 04 Nieuwer Ter Aa,Stichtse Vecht,Wijk,WK190404,
15747,BU19040401,19040401,Polder Oukoop,Stichtse Vecht,Buurt,BU19040401,3626.0
15748,BU19040402,19040402,Nieuwer Ter Aa,Stichtse Vecht,Buurt,BU19040402,3626.0
15749,WK190405,190405,Wijk 05 Kockengen,Stichtse Vecht,Wijk,WK190405,
15750,BU19040501,19040501,Polder Portengen,Stichtse Vecht,Buurt,BU19040501,3628.0
15751,BU19040502,19040502,Polder Groot Oud Aa,Stichtse Vecht,Buurt,BU19040502,3628.0
15752,BU19040503,19040503,Polder Spengen,Stichtse Vecht,Buurt,BU19040503,3628.0
15753,BU19040504,19040504,Polder Kockengen,Stichtse Vecht,Buurt,BU19040504,3628.0
15754,BU19040505,19040505,Kockengen Dorp,Stichtse Vecht,Buurt,BU19040505,3628.0
15755,BU19040506,19040506,Portengense Brug,Stichtse Vecht,Buurt,BU19040506,3628.0
15756,BU19040507,19040507,Welgelegen,Stichtse Vecht,Buurt,BU19040507,3628.0
15757,BU19040508,19040508,Groenlust,Stichtse Vecht,Buurt,BU19040508,3628.0
15758,BU19040509,19040509,Vierde kwadrant Kockengen,Stichtse Vecht,Buurt,BU19040509,
15759,WK190406,190406,Wijk 06 Vreeland,Stichtse Vecht,Wijk,WK190406,
15760,BU19040601,19040601,Hoeker Polder,Stichtse Vecht,Buurt,BU19040601,3633.0
15761,BU19040602,19040602,Polder Dorssewaard,Stichtse Vecht,Buurt,BU19040602,3633.0
15762,BU19040603,19040603,Vreeland Dorp,Stichtse Vecht,Buurt,BU19040603,3633.0
15763,BU19040604,19040604,Vreeland,Stichtse Vecht,Buurt,BU19040604,3633.0
15764,WK190407,190407,Wijk 07 Tienhoven,Stichtse Vecht,Wijk,WK190407,
15765,BU19040701,19040701,Molenpolder,Stichtse Vecht,Buurt,BU19040701,3612.0
15766,BU19040702,19040702,Bethunepolder-Noord,Stichtse Vecht,Buurt,BU19040702,3612.0
15767,BU19040703,19040703,Tienhoven-Oud Maarsseveen,Stichtse Vecht,Buurt,BU19040703,3612.0
15768,WK190408,190408,Wijk 08 Nigtevecht,Stichtse Vecht,Wijk,WK190408,
15769,BU19040801,19040801,Polder Aetsveld,Stichtse Vecht,Buurt,BU19040801,1393.0
15770,BU19040802,19040802,Polder Garsten Noord,Stichtse Vecht,Buurt,BU19040802,1393.0
15771,BU19040803,19040803,Kanaalzone sector Nigtevecht,Stichtse Vecht,Buurt,BU19040803,
15772,BU19040804,19040804,Nigtevecht Dorp,Stichtse Vecht,Buurt,BU19040804,1393.0
15773,BU19040805,19040805,Nigtevecht Garsten,Stichtse Vecht,Buurt,BU19040805,1393.0
15774,WK190409,190409,Wijk 09 Nieuwersluis,Stichtse Vecht,Wijk,WK190409,
15775,BU19040901,19040901,Polder Mijnden,Stichtse Vecht,Buurt,BU19040901,3631.0
15776,BU19040902,19040902,Polder Angstelkade,Stichtse Vecht,Buurt,BU19040902,3631.0
15777,BU19040903,19040903,Polder Sticht,Stichtse Vecht,Buurt,BU19040903,3631.0
15778,BU19040904,19040904,Polder Het Honderd,Stichtse Vecht,Buurt,BU19040904,3631.0
15779,BU19040905,19040905,Nieuwersluis,Stichtse Vecht,Buurt,BU19040905,3631.0
15780,BU19040906,19040906,Angstelkade,Stichtse Vecht,Buurt,BU19040906,3631.0
15781,BU19040907,19040907,Kanaalzone sector Nieuwersluis,Stichtse Vecht,Buurt,BU19040907,3631.0
15782,WK190410,190410,Wijk 10 Loenersloot,Stichtse Vecht,Wijk,WK190410,
15783,BU19041001,19041001,Poldergebied Loenersloot,Stichtse Vecht,Buurt,BU19041001,3634.0
15784,BU19041002,19041002,Loenersloot Binnenweg,Stichtse Vecht,Buurt,BU19041002,3634.0
15785,BU19041003,19041003,Loenersloot Dorp,Stichtse Vecht,Buurt,BU19041003,3634.0
15786,BU19041004,19041004,Poldergebied Loenersloot,Stichtse Vecht,Buurt,BU19041004,
15787,WK190411,190411,Wijk 11 Oud Zuilen,Stichtse Vecht,Wijk,WK190411,
15788,BU19041101,19041101,Oud-Zuilen,Stichtse Vecht,Buurt,BU19041101,3611.0
15789,WK190412,190412,Wijk 12 Maarssenbroek,Stichtse Vecht,Wijk,WK190412,
15790,BU19041201,19041201,Verbindingswegen,Stichtse Vecht,Buurt,BU19041201,3605.0
15791,BU19041202,19041202,Industrieterrein Maarssenbroek,Stichtse Vecht,Buurt,BU19041202,3606.0
15792,BU19041203,19041203,Fazantenkamp,Stichtse Vecht,Buurt,BU19041203,3607.0
15793,BU19041204,19041204,Boomstede,Stichtse Vecht,Buurt,BU19041204,3608.0
15794,BU19041205,19041205,Reigerskamp,Stichtse Vecht,Buurt,BU19041205,3607.0
15795,BU19041206,19041206,Zwanenkamp,Stichtse Vecht,Buurt,BU19041206,3607.0
15796,BU19041207,19041207,Valkenkamp,Stichtse Vecht,Buurt,BU19041207,3607.0
15797,BU19041208,19041208,Duivenkamp,Stichtse Vecht,Buurt,BU19041208,3607.0
15798,BU19041209,19041209,Bloemstede,Stichtse Vecht,Buurt,BU19041209,3608.0
15799,BU19041210,19041210,Zebraspoor,Stichtse Vecht,Buurt,BU19041210,3605.0
15800,BU19041211,19041211,Pauwenkamp,Stichtse Vecht,Buurt,BU19041211,3607.0
15801,BU19041212,19041212,Kamelenspoor,Stichtse Vecht,Buurt,BU19041212,3605.0
15802,BU19041213,19041213,Antilopespoor,Stichtse Vecht,Buurt,BU19041213,3605.0
15803,BU19041214,19041214,Bisonspoor,Stichtse Vecht,Buurt,BU19041214,3605.0
15804,BU19041215,19041215,Spechtenkamp,Stichtse Vecht,Buurt,BU19041215,3607.0
15805,GM1908,1908,Menameradiel,Menameradiel,Gemeente,GM1908,
15806,WK190800,190800,Wijk 00 Bouwhoek West,Menameradiel,Wijk,WK190800,
15807,BU19080000,19080000,Menaldum,Menameradiel,Buurt,BU19080000,9036.0
15808,BU19080001,19080001,Dronrijp,Menameradiel,Buurt,BU19080001,9035.0
15809,BU19080002,19080002,Schingen,Menameradiel,Buurt,BU19080002,8816.0
15810,BU19080003,19080003,Slappeterp,Menameradiel,Buurt,BU19080003,9037.0
15811,BU19080008,19080008,Verspreide huizen Menaldum,Menameradiel,Buurt,BU19080008,9036.0
15812,BU19080009,19080009,Verspreide huizen Dronrijp,Menameradiel,Buurt,BU19080009,9035.0
15813,WK190801,190801,Wijk 01 Greidhoek,Menameradiel,Wijk,WK190801,
15814,BU19080100,19080100,Marssum,Menameradiel,Buurt,BU19080100,9034.0
15815,BU19080101,19080101,Deinum,Menameradiel,Buurt,BU19080101,9033.0
15816,BU19080102,19080102,Blessum,Menameradiel,Buurt,BU19080102,9032.0
15817,BU19080103,19080103,Boksum,Menameradiel,Buurt,BU19080103,9031.0
15818,BU19080107,19080107,Verspreide huizen Marssum,Menameradiel,Buurt,BU19080107,9034.0
15819,BU19080108,19080108,Verspreide huizen Deinum,Menameradiel,Buurt,BU19080108,9033.0
15820,BU19080109,19080109,Verspreide huizen Boksum,Menameradiel,Buurt,BU19080109,9031.0
15821,WK190802,190802,Wijk 02 Tuinbouwgebied,Menameradiel,Wijk,WK190802,
15822,BU19080200,19080200,Berlikum,Menameradiel,Buurt,BU19080200,9041.0
15823,BU19080201,19080201,Wier,Menameradiel,Buurt,BU19080201,9043.0
15824,BU19080209,19080209,Verspreide huizen Berlikum,Menameradiel,Buurt,BU19080209,9041.0
15825,WK190803,190803,Wijk 03 Bouwhoek Noord,Menameradiel,Wijk,WK190803,
15826,BU19080300,19080300,Beetgum,Menameradiel,Buurt,BU19080300,9044.0
15827,BU19080301,19080301,Beetgumermolen,Menameradiel,Buurt,BU19080301,9045.0
15828,BU19080302,19080302,Engelum,Menameradiel,Buurt,BU19080302,9038.0
15829,BU19080308,19080308,Verspreide huizen Beetgum,Menameradiel,Buurt,BU19080308,9041.0
15830,BU19080309,19080309,Verspreide huizen Beetgumermolen,Menameradiel,Buurt,BU19080309,9045.0
15831,GM1911,1911,Hollands Kroon,Hollands Kroon,Gemeente,GM1911,
15832,WK191100,191100,Wijk 00 Winkel,Hollands Kroon,Wijk,WK191100,
15833,BU19110000,19110000,Winkel,Hollands Kroon,Buurt,BU19110000,1731.0
15834,BU19110001,19110001,Lutjewinkel,Hollands Kroon,Buurt,BU19110001,1732.0
15835,BU19110002,19110002,De Weere (gedeeltelijk),Hollands Kroon,Buurt,BU19110002,1732.0
15836,BU19110003,19110003,Langereis (gedeeltelijk),Hollands Kroon,Buurt,BU19110003,1731.0
15837,BU19110009,19110009,Verspreide huizen in de Groetpolder,Hollands Kroon,Buurt,BU19110009,1767.0
15838,WK191101,191101,Wijk 01 Nieuwe-Niedorp,Hollands Kroon,Wijk,WK191101,
15839,BU19110100,19110100,Nieuwe-Niedorp,Hollands Kroon,Buurt,BU19110100,1733.0
15840,BU19110101,19110101,Terdiek,Hollands Kroon,Buurt,BU19110101,1733.0
15841,BU19110102,19110102,Langereis (gedeeltelijk),Hollands Kroon,Buurt,BU19110102,1733.0
15842,BU19110103,19110103,'t Veld en De Kampen,Hollands Kroon,Buurt,BU19110103,1735.0
15843,BU19110104,19110104,Wateringskant,Hollands Kroon,Buurt,BU19110104,1735.0
15844,BU19110105,19110105,Moerbeek,Hollands Kroon,Buurt,BU19110105,1732.0
15845,WK191102,191102,Wijk 02 Oude-Niedorp,Hollands Kroon,Wijk,WK191102,
15846,BU19110200,19110200,Oude-Niedorp,Hollands Kroon,Buurt,BU19110200,1734.0
15847,BU19110201,19110201,'t Veld en De Weel (gedeeltelijk),Hollands Kroon,Buurt,BU19110201,1735.0
15848,BU19110202,19110202,Zijdewind,Hollands Kroon,Buurt,BU19110202,1736.0
15849,BU19110203,19110203,Westermoerbeek (gedeeltelijk),Hollands Kroon,Buurt,BU19110203,1735.0
15850,BU19110209,19110209,Verspreide huizen in De Kampen,Hollands Kroon,Buurt,BU19110209,1735.0
15851,WK191103,191103,Wijk 03 Barsingerhorn en omgeving,Hollands Kroon,Wijk,WK191103,
15852,BU19110300,19110300,Barsingerhorn,Hollands Kroon,Buurt,BU19110300,1768.0
15853,BU19110301,19110301,Kolhorn,Hollands Kroon,Buurt,BU19110301,1767.0
15854,BU19110302,19110302,Haringhuizen,Hollands Kroon,Buurt,BU19110302,1769.0
15855,BU19110306,19110306,Verspreide huizen Westermoerbeek (gedeeltelijk),Hollands Kroon,Buurt,BU19110306,1769.0
15856,BU19110307,19110307,Verspreide huizen Westfriese Zeedijk,Hollands Kroon,Buurt,BU19110307,1768.0
15857,WK191104,191104,Wijk 04 Wieringen,Hollands Kroon,Wijk,WK191104,
15858,BU19110400,19110400,Hippolytushoef,Hollands Kroon,Buurt,BU19110400,1777.0
15859,BU19110401,19110401,Den Oever,Hollands Kroon,Buurt,BU19110401,1779.0
15860,BU19110402,19110402,Oosterland,Hollands Kroon,Buurt,BU19110402,1779.0
15861,BU19110403,19110403,Westerland,Hollands Kroon,Buurt,BU19110403,1778.0
15862,BU19110404,19110404,De Haukes,Hollands Kroon,Buurt,BU19110404,1778.0
15863,BU19110405,19110405,Stroe,Hollands Kroon,Buurt,BU19110405,1777.0
15864,BU19110406,19110406,Oosterklief en Westerklief,Hollands Kroon,Buurt,BU19110406,1777.0
15865,BU19110407,19110407,Verspreide huizen Hippolytushoeverpolder,Hollands Kroon,Buurt,BU19110407,1777.0
