,jaar,wijkcode,buurtcode,fijnstof,roet,no2,woz,stedelijkheid,bevolkingsdichtheid,statuscode
1650,2014,WK005301,BU00530102,16.42,0.43,11.21,164,5,70,0.57
1651,2014,WK005303,BU00530102,16.54,0.45,11.65,181,5,103,0.57
1652,2013,WK005301,BU00530309,,0.38,11.16,172,5,72,0.13
1653,2013,WK005303,BU00530309,,0.42,12,190,5,103,0.13
1654,2016,WK005301,BU00530309,13.87,0.39,10.19,161,5,68,0.26
1655,2016,WK005303,BU00530309,13.84,0.41,10.55,178,5,101,0.26
1656,2015,WK005301,BU00530309,14.2,0.34,9.44,161,5,70,0.195
1657,2015,WK005303,BU00530309,14.28,0.36,9.83,178,5,102,0.195
1658,2014,WK005301,BU00530309,16.42,0.43,11.21,164,5,70,0.13
1659,2014,WK005303,BU00530309,16.54,0.45,11.65,181,5,103,0.13
1660,2013,WK005301,BU00530101,,0.38,10.96,172,5,72,0.8575
1661,2016,WK005301,BU00530101,13.79,0.38,9.87,161,5,68,0.72
1662,2015,WK005301,BU00530101,14.12,0.33,9.11,161,5,70,0.79
1663,2014,WK005301,BU00530101,16.33,0.41,10.94,164,5,70,0.86
1664,2013,WK005302,BU00530202,,0.38,11.16,157,5,86,#N/B
1665,2016,WK005302,BU00530202,13.6,0.37,9.3,148,5,82,#N/B
1666,2015,WK005302,BU00530202,13.88,0.32,8.76,146,5,83,#N/B
1667,2014,WK005302,BU00530202,15.98,0.4,10.61,151,5,85,#N/B
1668,2013,WK005302,BU00530204,,0.34,10.2,157,5,86,#N/B
1669,2016,WK005302,BU00530204,13.38,0.34,8.65,148,5,82,#N/B
1670,2015,WK005302,BU00530204,13.63,0.3,8.19,146,5,83,#N/B
1671,2014,WK005302,BU00530204,15.74,0.38,10.1,151,5,85,#N/B
1672,2013,WK005302,BU00530200,,0.37,10.87,157,5,86,-0.875
1673,2016,WK005302,BU00530200,13.69,0.37,9.47,148,5,82,-0.76
1674,2015,WK005302,BU00530200,13.95,0.33,8.9,146,5,83,-0.78
1675,2014,WK005302,BU00530200,16.09,0.41,10.79,151,5,85,-0.8
1676,2013,WK005302,BU00530209,,0.35,10.42,157,5,86,-1.5
1677,2016,WK005302,BU00530209,13.52,0.35,8.9,148,5,82,-1.55
1678,2015,WK005302,BU00530209,13.75,0.31,8.42,146,5,83,-1.57
1679,2014,WK005302,BU00530209,15.86,0.38,10.24,151,5,85,-1.59
1680,2013,WK005302,BU00530201,,0.33,10.11,157,5,86,-1.5
1681,2016,WK005302,BU00530201,13.39,0.34,8.64,148,5,82,-1.55
1682,2015,WK005302,BU00530201,13.63,0.3,8.23,146,5,83,-1.57
1683,2014,WK005302,BU00530201,15.69,0.37,10.04,151,5,85,-1.59
1684,2013,WK005302,BU00530203,,0.35,10.5,157,5,86,#N/B
1685,2016,WK005302,BU00530203,13.64,0.36,9.24,148,5,82,#N/B
1686,2015,WK005302,BU00530203,13.92,0.32,8.69,146,5,83,#N/B
1687,2014,WK005302,BU00530203,16.08,0.4,10.48,151,5,85,#N/B
1688,2013,WK005303,BU00530301,,0.42,11.87,190,5,103,0.13
1689,2016,WK005303,BU00530301,13.95,0.41,10.75,178,5,101,0.26
1690,2015,WK005303,BU00530301,14.32,0.36,10.02,178,5,102,0.195
1691,2014,WK005303,BU00530301,16.58,0.44,11.72,181,5,103,0.13
1692,2013,WK005303,BU00530302,,0.45,13.39,190,5,103,#N/B
1693,2016,WK005303,BU00530302,13.86,0.41,10.54,178,5,101,#N/B
1694,2015,WK005303,BU00530302,14.26,0.36,9.9,178,5,102,#N/B
1695,2014,WK005303,BU00530302,16.51,0.45,11.81,181,5,103,#N/B
1696,2013,WK005303,BU00530300,,0.44,12.11,190,5,103,0.3425
1697,2016,WK005303,BU00530300,13.89,0.43,11,178,5,101,0.78
1698,2015,WK005303,BU00530300,14.35,0.38,10.23,178,5,102,0.54
1699,2014,WK005303,BU00530300,16.62,0.47,12.29,181,5,103,0.3
1700,2013,WK005600,BU00560002,,0.43,13.51,208,4,407,-0.4625
1701,2013,WK005601,BU00560002,,0.39,12.16,179,5,126,-0.4625
1702,2016,WK005600,BU00560002,14.05,0.38,10.23,195,4,419,-0.93
1703,2016,WK005601,BU00560002,13.83,0.37,9.9,165,5,124,-0.93
1704,2015,WK005600,BU00560002,14.37,0.34,9.57,192,4,415,-0.82
1705,2015,WK005601,BU00560002,14.17,0.33,9.21,165,5,125,-0.82
1706,2014,WK005600,BU00560002,16.71,0.45,12.97,196,4,413,-0.71
1707,2014,WK005601,BU00560002,16.42,0.42,11.87,169,5,127,-0.71
1708,2013,WK005600,BU00560109,,0.43,13.51,208,4,407,-0.4025
1709,2013,WK005601,BU00560109,,0.39,12.16,179,5,126,-0.4025
1710,2016,WK005600,BU00560109,14.05,0.38,10.23,195,4,419,-0.34
1711,2016,WK005601,BU00560109,13.83,0.37,9.9,165,5,124,-0.34
1712,2015,WK005600,BU00560109,14.37,0.34,9.57,192,4,415,-0.32
1713,2015,WK005601,BU00560109,14.17,0.33,9.21,165,5,125,-0.32
1714,2014,WK005600,BU00560109,16.71,0.45,12.97,196,4,413,-0.3
1715,2014,WK005601,BU00560109,16.42,0.42,11.87,169,5,127,-0.3
1716,2013,WK005600,BU00560003,,0.43,12.38,208,4,407,1.04
1717,2013,WK005601,BU00560003,,0.36,11.35,179,5,126,1.04
1718,2016,WK005600,BU00560003,13.95,0.41,10.74,195,4,419,1.12
1719,2016,WK005601,BU00560003,13.64,0.37,9.61,165,5,124,1.12
1720,2015,WK005600,BU00560003,14.37,0.37,10.02,192,4,415,1.08
1721,2015,WK005601,BU00560003,14.03,0.33,9.02,165,5,125,1.08
1722,2014,WK005600,BU00560003,16.6,0.46,12.17,196,4,413,1.04
1723,2014,WK005601,BU00560003,16.18,0.4,11.05,169,5,127,1.04
1724,2013,WK005600,BU00560103,,0.43,12.38,208,4,407,0.465
1725,2013,WK005601,BU00560103,,0.36,11.35,179,5,126,0.465
1726,2016,WK005600,BU00560103,13.95,0.41,10.74,195,4,419,0.43
1727,2016,WK005601,BU00560103,13.64,0.37,9.61,165,5,124,0.43
1728,2015,WK005600,BU00560103,14.37,0.37,10.02,192,4,415,0.495
1729,2015,WK005601,BU00560103,14.03,0.33,9.02,165,5,125,0.495
1730,2014,WK005600,BU00560103,16.6,0.46,12.17,196,4,413,0.56
1731,2014,WK005601,BU00560103,16.18,0.4,11.05,169,5,127,0.56
1732,2013,WK005600,BU00560001,,0.42,12.68,208,4,407,0.115
1733,2016,WK005600,BU00560001,13.86,0.41,10.96,195,4,419,0.23
1734,2015,WK005600,BU00560001,14.23,0.37,10.23,192,4,415,0.25
1735,2014,WK005600,BU00560001,16.45,0.46,12.35,196,4,413,0.27
1736,2013,WK005600,BU00560000,,0.45,13.11,208,4,407,0.28
1737,2016,WK005600,BU00560000,13.94,0.42,11.23,195,4,419,0.26
1738,2015,WK005600,BU00560000,14.34,0.38,10.53,192,4,415,0.28
1739,2014,WK005600,BU00560000,16.54,0.47,12.52,196,4,413,0.3
1740,2013,WK005600,BU00560009,,0.43,12.81,208,4,407,0.28
1741,2016,WK005600,BU00560009,13.98,0.4,10.6,195,4,419,0.26
1742,2015,WK005600,BU00560009,14.38,0.36,9.87,192,4,415,0.28
1743,2014,WK005600,BU00560009,16.66,0.45,12.03,196,4,413,0.3
1744,2013,WK005601,BU00560100,,0.42,13.04,179,5,126,-0.4025
1745,2016,WK005601,BU00560100,13.83,0.39,10.61,165,5,124,-0.34
1746,2015,WK005601,BU00560100,14.16,0.35,9.89,165,5,125,-0.32
1747,2014,WK005601,BU00560100,16.41,0.46,12.78,169,5,127,-0.3
1748,2013,WK005601,BU00560102,,0.39,12.12,179,5,126,0.04
1749,2016,WK005601,BU00560102,13.99,0.38,10.03,165,5,124,0.06
1750,2015,WK005601,BU00560102,14.29,0.33,9.27,165,5,125,0.065
1751,2014,WK005601,BU00560102,16.54,0.42,11.51,169,5,127,0.07
1752,2013,WK005601,BU00560104,,0.37,11.51,179,5,126,-0.5375
1753,2016,WK005601,BU00560104,13.78,0.37,9.73,165,5,124,-0.96
1754,2015,WK005601,BU00560104,14.12,0.32,9.05,165,5,125,-0.735
1755,2014,WK005601,BU00560104,16.29,0.4,11.12,169,5,127,-0.51
1756,2013,WK005602,BU00560201,,0.37,11.29,177,5,56,0.6675
1757,2013,WK005603,BU00560201,,0.41,11.93,189,5,97,0.6675
1758,2016,WK005602,BU00560201,13.85,0.37,9.79,167,5,54,0.77
1759,2016,WK005603,BU00560201,15.27,0.39,10.27,176,5,95,0.77
1760,2015,WK005602,BU00560201,14.19,0.33,9.05,165,5,54,0.79
1761,2015,WK005603,BU00560201,14.88,0.34,9.56,176,5,95,0.79
1762,2014,WK005602,BU00560201,16.41,0.41,10.95,169,5,55,0.81
1763,2014,WK005603,BU00560201,17.22,0.43,11.8,181,5,96,0.81
1764,2013,WK005602,BU00560302,,0.37,11.29,177,5,56,0.6175
1765,2013,WK005603,BU00560302,,0.41,11.93,189,5,97,0.6175
1766,2016,WK005602,BU00560302,13.85,0.37,9.79,167,5,54,0.92
1767,2016,WK005603,BU00560302,15.27,0.39,10.27,176,5,95,0.92
1768,2015,WK005602,BU00560302,14.19,0.33,9.05,165,5,54,0.995
1769,2015,WK005603,BU00560302,14.88,0.34,9.56,176,5,95,0.995
1770,2014,WK005602,BU00560302,16.41,0.41,10.95,169,5,55,1.07
1771,2014,WK005603,BU00560302,17.22,0.43,11.8,181,5,96,1.07
1772,2013,WK005602,BU00560200,,0.36,11.22,177,5,56,-0.2975
1773,2016,WK005602,BU00560200,13.99,0.37,9.76,167,5,54,-0.71
1774,2015,WK005602,BU00560200,14.26,0.33,9.04,165,5,54,-0.535
1775,2014,WK005602,BU00560200,16.55,0.4,10.96,169,5,55,-0.36
1776,2013,WK005602,BU00560204,,0.37,11.71,177,5,56,#N/B
1777,2016,WK005602,BU00560204,13.54,0.35,9.33,167,5,54,#N/B
1778,2015,WK005602,BU00560204,13.87,0.32,8.86,165,5,54,#N/B
1779,2014,WK005602,BU00560204,16.04,0.4,11.4,169,5,55,#N/B
1780,2013,WK005602,BU00560208,,0.36,11.45,177,5,56,#N/B
1781,2016,WK005602,BU00560208,13.51,0.35,9.22,167,5,54,#N/B
1782,2015,WK005602,BU00560208,13.83,0.31,8.68,165,5,54,#N/B
1783,2014,WK005602,BU00560208,15.99,0.39,10.92,169,5,55,#N/B
1784,2013,WK005602,BU00560203,,0.38,11.54,177,5,56,#N/B
1785,2016,WK005602,BU00560203,14.04,0.37,9.65,167,5,54,#N/B
1786,2015,WK005602,BU00560203,14.31,0.32,8.99,165,5,54,#N/B
1787,2014,WK005602,BU00560203,16.62,0.41,11.4,169,5,55,#N/B
1788,2013,WK005602,BU00560209,,0.37,11.42,177,5,56,-0.2975
1789,2016,WK005602,BU00560209,13.83,0.37,9.69,167,5,54,-0.71
1790,2015,WK005602,BU00560209,14.16,0.32,9,165,5,54,-0.535
1791,2014,WK005602,BU00560209,16.38,0.41,11.02,169,5,55,-0.36
1792,2013,WK005603,BU00560309,,0.43,12.63,189,5,97,-0.2725
1793,2016,WK005603,BU00560309,14.07,0.41,10.75,176,5,95,-0.26
1794,2015,WK005603,BU00560309,14.44,0.36,10.03,176,5,95,-0.205
1795,2014,WK005603,BU00560309,16.74,0.45,12.08,181,5,96,-0.15
1796,2013,WK005603,BU00560300,,0.45,13.14,189,5,97,-0.465
1797,2016,WK005603,BU00560300,14.01,0.42,11.13,176,5,95,-0.41
1798,2015,WK005603,BU00560300,14.42,0.37,10.45,176,5,95,-0.42
1799,2014,WK005603,BU00560300,16.71,0.47,12.72,181,5,96,-0.43
1800,2013,WK005603,BU00560301,,0.41,12.11,189,5,97,-0.2725
1801,2016,WK005603,BU00560301,13.92,0.41,10.62,176,5,95,-0.26
1802,2015,WK005603,BU00560301,14.43,0.36,9.86,176,5,95,-0.205
1803,2014,WK005603,BU00560301,16.77,0.45,11.93,181,5,96,-0.15
1804,2013,WK005800,BU00580004,,0.37,11.91,165,4,1351,-2.105
1805,2013,WK005803,BU00580004,,0.31,10.42,149,5,55,-2.105
1806,2016,WK005800,BU00580004,14.66,0.37,10.23,152,4,1351,-2.04
1807,2016,WK005803,BU00580004,13.47,0.31,8.51,133,5,60,-2.04
1808,2015,WK005800,BU00580004,14.24,0.33,9.38,153,4,1355,-2.135
1809,2015,WK005803,BU00580004,13.43,0.28,8.01,137,5,60,-2.135
1810,2014,WK005800,BU00580004,15.96,0.41,11.48,157,4,1350,-2.23
1811,2014,WK005803,BU00580004,15.44,0.35,9.88,141,5,55,-2.23
1812,2013,WK005800,BU00580303,,0.37,11.91,165,4,1351,-1.025
1813,2013,WK005803,BU00580303,,0.31,10.42,149,5,55,-1.025
1814,2016,WK005800,BU00580303,14.66,0.37,10.23,152,4,1351,-1.29
1815,2016,WK005803,BU00580303,13.47,0.31,8.51,133,5,60,-1.29
1816,2015,WK005800,BU00580303,14.24,0.33,9.38,153,4,1355,-1.17
1817,2015,WK005803,BU00580303,13.43,0.28,8.01,137,5,60,-1.17
1818,2014,WK005800,BU00580303,15.96,0.41,11.48,157,4,1350,-1.05
1819,2014,WK005803,BU00580303,15.44,0.35,9.88,141,5,55,-1.05
1820,2013,WK005800,BU00580005,,0.41,12.45,165,4,1351,-2.105
1821,2016,WK005800,BU00580005,14.17,0.41,11.1,152,4,1351,-2.04
1822,2015,WK005800,BU00580005,14.04,0.37,10.24,153,4,1355,-2.135
1823,2014,WK005800,BU00580005,15.99,0.45,12.17,157,4,1350,-2.23
1824,2013,WK005800,BU00580009,,0.41,12.8,165,4,1351,0.2825
1825,2016,WK005800,BU00580009,13.91,0.39,10.8,152,4,1351,0.29
1826,2015,WK005800,BU00580009,13.89,0.35,9.97,153,4,1355,0.305
1827,2014,WK005800,BU00580009,15.99,0.45,12.3,157,4,1350,0.32
1828,2013,WK005800,BU00580003,,0.39,12.31,165,4,1351,-2.105
1829,2016,WK005800,BU00580003,14.1,0.38,10.36,152,4,1351,-2.04
1830,2015,WK005800,BU00580003,14.02,0.33,9.55,153,4,1355,-2.135
1831,2014,WK005800,BU00580003,16.13,0.42,11.75,157,4,1350,-2.23
1832,2013,WK005800,BU00580006,,0.37,11.62,165,4,1351,-2.105
1833,2016,WK005800,BU00580006,14.27,0.37,10,152,4,1351,-2.04
1834,2015,WK005800,BU00580006,14.07,0.32,9.25,153,4,1355,-2.135
1835,2014,WK005800,BU00580006,15.99,0.41,11.22,157,4,1350,-2.23
1836,2013,WK005800,BU00580007,,0.42,12.93,165,4,1351,-2.105
1837,2016,WK005800,BU00580007,13.97,0.37,10.24,152,4,1351,-2.04
1838,2015,WK005800,BU00580007,13.96,0.33,9.49,153,4,1355,-2.135
1839,2014,WK005800,BU00580007,16.2,0.44,12.54,157,4,1350,-2.23
1840,2013,WK005800,BU00580001,,0.4,12.55,165,4,1351,-2.105
1841,2016,WK005800,BU00580001,14.24,0.39,10.47,152,4,1351,-2.04
1842,2015,WK005800,BU00580001,14.12,0.35,9.65,153,4,1355,-2.135
1843,2014,WK005800,BU00580001,16.19,0.44,12.14,157,4,1350,-2.23
1844,2013,WK005800,BU00580000,,0.42,12.47,165,4,1351,-2.105
1845,2016,WK005800,BU00580000,14.38,0.42,11.15,152,4,1351,-2.04
1846,2015,WK005800,BU00580000,14.19,0.38,10.27,153,4,1355,-2.135
1847,2014,WK005800,BU00580000,16.11,0.46,12.18,157,4,1350,-2.23
1848,2013,WK005800,BU00580008,,0.36,11.61,165,4,1351,0.4275
1849,2016,WK005800,BU00580008,14.31,0.37,10.07,152,4,1351,0.04
1850,2015,WK005800,BU00580008,14.13,0.33,9.22,153,4,1355,0.18
1851,2014,WK005800,BU00580008,16.16,0.41,11.21,157,4,1350,0.32
1852,2013,WK005800,BU00580010,,0.4,12.21,165,4,1351,0.2825
1853,2016,WK005800,BU00580010,14,0.38,10.39,152,4,1351,0.29
1854,2015,WK005800,BU00580010,14.01,0.34,9.58,153,4,1355,0.305
1855,2014,WK005800,BU00580010,16.07,0.42,11.43,157,4,1350,0.32
1856,2013,WK005800,BU00580011,,0.39,12.15,165,4,1351,-2.105
1857,2016,WK005800,BU00580011,14.07,0.38,10.39,152,4,1351,-2.04
1858,2015,WK005800,BU00580011,14.02,0.34,9.6,153,4,1355,-2.135
1859,2014,WK005800,BU00580011,16.12,0.42,11.59,157,4,1350,-2.23
1860,2013,WK005800,BU00580002,,0.4,12.29,165,4,1351,-2.105
1861,2016,WK005800,BU00580002,14,0.39,10.8,152,4,1351,-2.04
1862,2015,WK005800,BU00580002,13.94,0.35,9.96,153,4,1355,-2.135
1863,2014,WK005800,BU00580002,15.95,0.44,11.84,157,4,1350,-2.23
1864,2013,WK005801,BU00580105,,0.35,11.43,176,5,81,#N/B
1865,2013,WK005806,BU00580105,,0.35,11.75,140,5,71,#N/B
1866,2016,WK005801,BU00580105,13.97,0.35,9.45,158,5,77,#N/B
1867,2016,WK005806,BU00580105,14.19,0.35,9.64,124,5,69,#N/B
1868,2015,WK005801,BU00580105,13.97,0.31,8.75,160,5,77,#N/B
1869,2015,WK005806,BU00580105,14.03,0.31,8.86,126,5,67,#N/B
1870,2014,WK005801,BU00580105,16.11,0.38,10.84,166,5,82,#N/B
1871,2014,WK005806,BU00580105,16.18,0.39,11.25,130,5,69,#N/B
1872,2013,WK005801,BU00580604,,0.35,11.43,176,5,81,#N/B
1873,2013,WK005806,BU00580604,,0.35,11.75,140,5,71,#N/B
1874,2016,WK005801,BU00580604,13.97,0.35,9.45,158,5,77,#N/B
1875,2016,WK005806,BU00580604,14.19,0.35,9.64,124,5,69,#N/B
1876,2015,WK005801,BU00580604,13.97,0.31,8.75,160,5,77,#N/B
1877,2015,WK005806,BU00580604,14.03,0.31,8.86,126,5,67,#N/B
1878,2014,WK005801,BU00580604,16.11,0.38,10.84,166,5,82,#N/B
1879,2014,WK005806,BU00580604,16.18,0.39,11.25,130,5,69,#N/B
1880,2013,WK005801,BU00580108,,0.35,11.8,176,5,81,-0.2425
1881,2013,WK005802,BU00580108,,0.36,12.03,156,5,63,-0.2425
1882,2016,WK005801,BU00580108,14.55,0.34,9.25,158,5,77,-0.61
1883,2016,WK005802,BU00580108,13.67,0.35,9.64,138,5,56,-0.61
1884,2015,WK005801,BU00580108,14.57,0.3,8.61,160,5,77,-0.465
1885,2015,WK005802,BU00580108,13.84,0.32,9.04,141,5,57,-0.465
1886,2014,WK005801,BU00580108,16.62,0.38,11.03,166,5,82,-0.32
1887,2014,WK005802,BU00580108,15.98,0.4,11.53,145,5,63,-0.32
1888,2013,WK005801,BU00580202,,0.35,11.8,176,5,81,-0.3025
1889,2013,WK005802,BU00580202,,0.36,12.03,156,5,63,-0.3025
1890,2016,WK005801,BU00580202,14.55,0.34,9.25,158,5,77,-0.42
1891,2016,WK005802,BU00580202,13.67,0.35,9.64,138,5,56,-0.42
1892,2015,WK005801,BU00580202,14.57,0.3,8.61,160,5,77,-0.165
1893,2015,WK005802,BU00580202,13.84,0.32,9.04,141,5,57,-0.165
1894,2014,WK005801,BU00580202,16.62,0.38,11.03,166,5,82,0.09
1895,2014,WK005802,BU00580202,15.98,0.4,11.53,145,5,63,0.09
1896,2013,WK005801,BU00580104,,0.36,11.71,176,5,81,#N/B
1897,2013,WK005804,BU00580104,,0.33,10.96,157,5,119,#N/B
1898,2016,WK005801,BU00580104,14.32,0.35,9.66,158,5,77,#N/B
1899,2016,WK005804,BU00580104,14.08,0.33,8.96,138,5,116,#N/B
1900,2015,WK005801,BU00580104,14.19,0.31,8.91,160,5,77,#N/B
1901,2015,WK005804,BU00580104,13.91,0.29,8.35,141,5,117,#N/B
1902,2014,WK005801,BU00580104,16.33,0.4,11.15,166,5,82,#N/B
1903,2014,WK005804,BU00580104,15.97,0.37,10.47,145,5,120,#N/B
1904,2013,WK005801,BU00580408,,0.36,11.71,176,5,81,-0.3825
1905,2013,WK005804,BU00580408,,0.33,10.96,157,5,119,-0.3825
1906,2016,WK005801,BU00580408,14.32,0.35,9.66,158,5,77,-0.44
1907,2016,WK005804,BU00580408,14.08,0.33,8.96,138,5,116,-0.44
1908,2015,WK005801,BU00580408,14.19,0.31,8.91,160,5,77,-0.34
1909,2015,WK005804,BU00580408,13.91,0.29,8.35,141,5,117,-0.34
1910,2014,WK005801,BU00580408,16.33,0.4,11.15,166,5,82,-0.24
1911,2014,WK005804,BU00580408,15.97,0.37,10.47,145,5,120,-0.24
1912,2013,WK005801,BU00580107,,0.37,12.12,176,5,81,-1.1375
1913,2013,WK005804,BU00580107,,0.32,10.52,157,5,119,-1.1375
1914,2013,WK005805,BU00580107,,0.32,10.38,136,5,107,-1.1375
1915,2013,WK005806,BU00580107,,0.33,10.97,140,5,71,-1.1375
1916,2016,WK005801,BU00580107,14.08,0.34,9.28,158,5,77,-1.31
1917,2016,WK005804,BU00580107,13.73,0.32,8.65,138,5,116,-1.31
1918,2016,WK005805,BU00580107,13.85,0.32,8.62,118,5,102,-1.31
1919,2016,WK005806,BU00580107,14.04,0.33,9.18,124,5,69,-1.31
1920,2015,WK005801,BU00580107,14.17,0.3,8.71,160,5,77,-1.28
1921,2015,WK005804,BU00580107,13.57,0.29,8.12,141,5,117,-1.28
1922,2015,WK005805,BU00580107,13.58,0.28,8.05,123,5,102,-1.28
1923,2015,WK005806,BU00580107,13.85,0.29,8.54,126,5,67,-1.28
1924,2014,WK005801,BU00580107,16.22,0.39,11.49,166,5,82,-1.25
1925,2014,WK005804,BU00580107,15.56,0.35,10.1,145,5,120,-1.25
1926,2014,WK005805,BU00580107,15.59,0.35,10,127,5,102,-1.25
1927,2014,WK005806,BU00580107,15.97,0.37,10.61,130,5,69,-1.25
1928,2013,WK005801,BU00580409,,0.37,12.12,176,5,81,-1.3475
1929,2013,WK005804,BU00580409,,0.32,10.52,157,5,119,-1.3475
1930,2013,WK005805,BU00580409,,0.32,10.38,136,5,107,-1.3475
1931,2013,WK005806,BU00580409,,0.33,10.97,140,5,71,-1.3475
1932,2016,WK005801,BU00580409,14.08,0.34,9.28,158,5,77,-1.58
1933,2016,WK005804,BU00580409,13.73,0.32,8.65,138,5,116,-1.58
1934,2016,WK005805,BU00580409,13.85,0.32,8.62,118,5,102,-1.58
1935,2016,WK005806,BU00580409,14.04,0.33,9.18,124,5,69,-1.58
1936,2015,WK005801,BU00580409,14.17,0.3,8.71,160,5,77,-1.46
1937,2015,WK005804,BU00580409,13.57,0.29,8.12,141,5,117,-1.46
1938,2015,WK005805,BU00580409,13.58,0.28,8.05,123,5,102,-1.46
1939,2015,WK005806,BU00580409,13.85,0.29,8.54,126,5,67,-1.46
1940,2014,WK005801,BU00580409,16.22,0.39,11.49,166,5,82,-1.34
1941,2014,WK005804,BU00580409,15.56,0.35,10.1,145,5,120,-1.34
1942,2014,WK005805,BU00580409,15.59,0.35,10,127,5,102,-1.34
1943,2014,WK005806,BU00580409,15.97,0.37,10.61,130,5,69,-1.34
1944,2013,WK005801,BU00580507,,0.37,12.12,176,5,81,-1.9025
1945,2013,WK005804,BU00580507,,0.32,10.52,157,5,119,-1.9025
1946,2013,WK005805,BU00580507,,0.32,10.38,136,5,107,-1.9025
1947,2013,WK005806,BU00580507,,0.33,10.97,140,5,71,-1.9025
1948,2016,WK005801,BU00580507,14.08,0.34,9.28,158,5,77,-2.13
1949,2016,WK005804,BU00580507,13.73,0.32,8.65,138,5,116,-2.13
1950,2016,WK005805,BU00580507,13.85,0.32,8.62,118,5,102,-2.13
1951,2016,WK005806,BU00580507,14.04,0.33,9.18,124,5,69,-2.13
1952,2015,WK005801,BU00580507,14.17,0.3,8.71,160,5,77,-2.03
1953,2015,WK005804,BU00580507,13.57,0.29,8.12,141,5,117,-2.03
1954,2015,WK005805,BU00580507,13.58,0.28,8.05,123,5,102,-2.03
1955,2015,WK005806,BU00580507,13.85,0.29,8.54,126,5,67,-2.03
1956,2014,WK005801,BU00580507,16.22,0.39,11.49,166,5,82,-1.93
1957,2014,WK005804,BU00580507,15.56,0.35,10.1,145,5,120,-1.93
1958,2014,WK005805,BU00580507,15.59,0.35,10,127,5,102,-1.93
1959,2014,WK005806,BU00580507,15.97,0.37,10.61,130,5,69,-1.93
1960,2013,WK005801,BU00580609,,0.37,12.12,176,5,81,0.3625
1961,2013,WK005804,BU00580609,,0.32,10.52,157,5,119,0.3625
1962,2013,WK005805,BU00580609,,0.32,10.38,136,5,107,0.3625
1963,2013,WK005806,BU00580609,,0.33,10.97,140,5,71,0.3625
1964,2016,WK005801,BU00580609,14.08,0.34,9.28,158,5,77,-0.28
1965,2016,WK005804,BU00580609,13.73,0.32,8.65,138,5,116,-0.28
1966,2016,WK005805,BU00580609,13.85,0.32,8.62,118,5,102,-0.28
1967,2016,WK005806,BU00580609,14.04,0.33,9.18,124,5,69,-0.28
1968,2015,WK005801,BU00580609,14.17,0.3,8.71,160,5,77,0
1969,2015,WK005804,BU00580609,13.57,0.29,8.12,141,5,117,0
1970,2015,WK005805,BU00580609,13.58,0.28,8.05,123,5,102,0
1971,2015,WK005806,BU00580609,13.85,0.29,8.54,126,5,67,0
1972,2014,WK005801,BU00580609,16.22,0.39,11.49,166,5,82,0.28
1973,2014,WK005804,BU00580609,15.56,0.35,10.1,145,5,120,0.28
1974,2014,WK005805,BU00580609,15.59,0.35,10,127,5,102,0.28
1975,2014,WK005806,BU00580609,15.97,0.37,10.61,130,5,69,0.28
1976,2013,WK005801,BU00580109,,0.37,12.15,176,5,81,#N/B
1977,2013,WK005803,BU00580109,,0.35,11.5,149,5,55,#N/B
1978,2013,WK005805,BU00580109,,0.32,10.55,136,5,107,#N/B
1979,2013,WK005806,BU00580109,,0.35,11.45,140,5,71,#N/B
1980,2016,WK005801,BU00580109,14.03,0.36,9.68,158,5,77,#N/B
1981,2016,WK005803,BU00580109,13.9,0.34,9.08,133,5,60,#N/B
1982,2016,WK005805,BU00580109,13.82,0.32,8.71,118,5,102,#N/B
1983,2016,WK005806,BU00580109,14.12,0.34,9.44,124,5,69,#N/B
1984,2015,WK005801,BU00580109,14.03,0.31,8.95,160,5,77,#N/B
1985,2015,WK005803,BU00580109,13.84,0.3,8.57,137,5,60,#N/B
1986,2015,WK005805,BU00580109,13.62,0.28,8.13,123,5,102,#N/B
1987,2015,WK005806,BU00580109,13.96,0.3,8.73,126,5,67,#N/B
1988,2014,WK005801,BU00580109,16.2,0.4,11.45,166,5,82,#N/B
1989,2014,WK005803,BU00580109,15.98,0.38,10.95,141,5,55,#N/B
1990,2014,WK005805,BU00580109,15.63,0.36,10.13,127,5,102,#N/B
1991,2014,WK005806,BU00580109,16.15,0.38,11.02,130,5,69,#N/B
1992,2013,WK005801,BU00580309,,0.37,12.15,176,5,81,-0.59
1993,2013,WK005803,BU00580309,,0.35,11.5,149,5,55,-0.59
1994,2013,WK005805,BU00580309,,0.32,10.55,136,5,107,-0.59
1995,2013,WK005806,BU00580309,,0.35,11.45,140,5,71,-0.59
1996,2016,WK005801,BU00580309,14.03,0.36,9.68,158,5,77,-0.53
1997,2016,WK005803,BU00580309,13.9,0.34,9.08,133,5,60,-0.53
1998,2016,WK005805,BU00580309,13.82,0.32,8.71,118,5,102,-0.53
1999,2016,WK005806,BU00580309,14.12,0.34,9.44,124,5,69,-0.53
2000,2015,WK005801,BU00580309,14.03,0.31,8.95,160,5,77,-0.61
2001,2015,WK005803,BU00580309,13.84,0.3,8.57,137,5,60,-0.61
2002,2015,WK005805,BU00580309,13.62,0.28,8.13,123,5,102,-0.61
2003,2015,WK005806,BU00580309,13.96,0.3,8.73,126,5,67,-0.61
2004,2014,WK005801,BU00580309,16.2,0.4,11.45,166,5,82,-0.69
2005,2014,WK005803,BU00580309,15.98,0.38,10.95,141,5,55,-0.69
